date,sku_id,units_used,on_hand,stock_in_transit,lead_time_days,price_per_unit,is_holiday,patient_admissions,ved_category,fsn_category,days_cover,expiry_days_remaining,expiry_risk_bucket,sku_name,facility_id,facility_name,day_of_week,is_weekend,day_of_month,month,week_of_year,lag_1,lag_3,lag_7,lag_14,lag_30,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_30,rolling_std_30,rolling_cv_7,rolling_cv_14,consumption_trend_7d,day_over_day_pct_change
14-03-2024,MED004,68,350,180,4,10.41666667,0,180,Essential,Fast,26.63043478,60,HIGH (30-90d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,3,0,14,3,11,59,57,60,75,48,58,7.593857167,61.5,9.188203139,61.16666667,10.9421152,0.131,0.149,0.357,0.153
15-03-2024,MED004,92,251,331,5.333333333,12.61,0,190,Essential,Fast,13.7265625,90,MEDIUM (90-180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,4,0,15,3,11,68,50,68,70,59,61.42857143,14.83079165,63.07142857,12.1558108,62.26666667,12.29222724,0.241,0.193,5.429,0.353
16-03-2024,MED004,54,367,192,4.333333333,13.2,1,195,Essential,Fast,32.1125,60,MEDIUM (90-180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,5,1,16,3,11,92,59,54,58,93,61.42857143,14.83079165,62.78571429,12.32994211,60.96666667,10.91497969,0.241,0.196,3.571,-0.413
17-03-2024,MED004,45,355,145,5.333333333,4.963333333,1,211,Essential,Fast,36.01449275,30,MEDIUM (90-180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,6,1,17,3,11,54,68,50,52,51,60.71428571,15.57470477,62.28571429,12.92837411,60.76666667,11.15620543,0.257,0.208,0.179,-0.167
18-03-2024,MED004,56,246,165,6.333333333,13.32333333,0,169,Essential,Fast,19.79310345,30,CRITICAL (<30d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,0,0,18,3,12,45,92,57,75,53,60.57142857,15.61897503,60.92857143,12.48053429,60.86666667,11.09747823,0.258,0.205,-0.857,0.244
19-03-2024,MED004,46,237,0,4.666666667,8.143333333,0,205,Essential,Fast,21.54545455,180,MEDIUM (90-180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,1,0,19,3,12,56,54,50,61,52,60,16.13484841,59.85714286,13.10230246,60.66666667,11.31472441,0.269,0.219,-3.929,-0.179
20-03-2024,MED004,54,457,70,5.666666667,15.91333333,0,225,Essential,Fast,41.01282051,60,HIGH (30-90d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,2,0,20,3,12,46,45,59,79,54,59.28571429,16.29636243,58.07142857,11.94515857,60.66666667,11.31472441,0.275,0.206,-4.714,0.174
21-03-2024,MED004,58,335,47,4,11.79,0,245,Essential,Fast,24.42708333,90,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,3,0,21,3,12,54,56,68,60,65,57.85714286,15.836967,57.92857143,11.93227224,60.43333333,11.29443969,0.274,0.206,-3.607,0.074
22-03-2024,MED004,59,392,56,5.666666667,12.07,0,179,Essential,Fast,35.17948718,30,CRITICAL (<30d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,4,0,22,3,12,58,46,92,68,53,53.14285714,5.55063274,57.28571429,11.58532607,60.63333333,11.21108852,0.104,0.202,1.393,0.017
23-03-2024,MED004,56,252,46,4.333333333,12.43,1,172,Essential,Fast,23.21052632,30,CRITICAL (<30d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,5,1,23,3,12,59,54,54,54,55,53.42857143,5.652643714,57.42857143,11.55398224,60.66666667,11.19523708,0.106,0.201,1.821,-0.051
24-03-2024,MED004,43,152,0,5.666666667,10.51,1,197,Essential,Fast,13.64102564,30,CRITICAL (<30d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,6,1,24,3,12,56,58,45,50,61,53.14285714,6.175990377,56.92857143,12.04136643,60.06666667,11.64987297,0.116,0.212,-0.5,-0.232
25-03-2024,MED004,61,381,0,6,8.396666667,0,165,Essential,Fast,23.8125,60,HIGH (30-90d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,0,0,25,3,13,43,59,56,57,38,53.85714286,6.817344826,57.21428571,12.09054667,60.83333333,10.87890503,0.127,0.211,0.75,0.419
26-03-2024,MED004,63,417,172,5.333333333,13.92,0,234,Essential,Fast,33.94186047,30,CRITICAL (<30d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,1,0,26,3,13,61,56,46,50,61,56.28571429,6.575568054,58.14285714,11.99267176,60.9,10.88608729,0.117,0.206,0.607,0.033
27-03-2024,MED004,121,133,6,5,11.38666667,0,214,Essential,Fast,4.454545455,365,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,2,0,27,3,13,63,43,54,59,62,65.85714286,25.16895291,62.57142857,20.6536057,62.86666667,15.46014528,0.382,0.33,7.214,0.921
28-03-2024,MED004,71,442,1,5.333333333,13.73333333,0,194,Essential,Fast,22.75,60,HIGH (30-90d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,3,0,28,3,13,121,61,58,68,69,67.71428571,24.97141223,62.78571429,20.72968355,62.93333333,15.49178499,0.369,0.33,6.643,-0.413
29-03-2024,MED004,69,103,113,6.666666667,9.04,0,189,Essential,Fast,6.269565217,180,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,4,0,29,3,13,71,63,59,92,73,69.14285714,24.67406581,61.14285714,19.0822396,62.8,15.41919985,0.357,0.312,5.536,-0.028
30-03-2024,MED004,62,316,0,5.333333333,10.73666667,1,183,Essential,Fast,26.65060241,730,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,5,1,30,3,13,69,121,56,54,75,70,24.24183711,61.71428571,18.97134913,62.36666667,15.24621679,0.346,0.307,2.893,-0.101
31-03-2024,MED004,56,136,0,5.666666667,9.1,1,200,Essential,Fast,11.46987952,60,MEDIUM (90-180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,6,1,31,3,13,62,71,43,45,70,71.85714286,22.24431442,62.5,18.44638801,61.9,15.21874978,0.31,0.295,-2.464,-0.097
01-04-2024,MED004,70,437,31,5.333333333,15.36,0,184,Essential,Fast,27.80909091,365,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,0,0,1,4,14,56,69,61,56,58,73.14285714,21.76716619,63.5,18.44638801,62.3,15.27032281,0.298,0.29,-4.214,0.25
02-04-2024,MED004,68,205,0,5,13.42666667,0,222,Essential,Fast,12.92792793,180,MEDIUM (90-180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,1,0,2,4,14,70,62,63,46,52,73.85714286,21.45870897,65.07142857,17.76541275,62.83333333,15.17730459,0.291,0.273,-6.214,-0.029
03-04-2024,MED004,66,235,0,5.333333333,6.293333333,0,218,Essential,Fast,14.6875,90,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,2,0,3,4,14,68,56,121,54,75,66,5.322906474,65.92857143,17.47730082,62.53333333,15.01661915,0.081,0.265,-0.321,-0.029
04-04-2024,MED004,69,498,0,6,7.68,0,176,Essential,Fast,29.54237288,60,HIGH (30-90d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,3,0,4,4,14,66,70,71,58,61,65.71428571,5.056820006,66.71428571,17.3401649,62.8,15.05942253,0.077,0.26,0.714,0.045
05-04-2024,MED004,83,265,42,5,10.60666667,0,186,Essential,Fast,14.0530303,180,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,4,0,5,4,14,69,68,69,59,79,67.71428571,8.300889224,68.42857143,17.701431,62.93333333,15.22460199,0.123,0.259,3.036,0.203
06-04-2024,MED004,60,118,167,6.333333333,15.01666667,1,172,Essential,Fast,8.098039216,180,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,5,1,6,4,14,83,66,62,56,60,67.42857143,8.560707581,68.71428571,17.51671102,62.93333333,15.22460199,0.127,0.255,1.393,-0.277
07-04-2024,MED004,70,111,0,5.333333333,8.953333333,1,216,Essential,Fast,8.09375,60,HIGH (30-90d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,6,1,7,4,14,60,69,56,43,68,69.42857143,6.924765769,70.64285714,15.87744962,63,15.25190774,0.1,0.225,0.036,0.167
08-04-2024,MED004,54,376,0,4.666666667,9.426666667,0,184,Essential,Fast,29.57303371,90,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,0,0,8,4,15,70,83,70,61,54,67.14285714,9.026416259,70.14285714,16.30883264,63,15.25190774,0.134,0.233,-1.536,-0.229
09-04-2024,MED004,74,245,0,5,11.49,0,161,Essential,Fast,20.91463415,30,MEDIUM (90-180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,1,0,9,4,15,54,60,68,63,50,68,9.398581453,70.92857143,16.2028691,63.8,15.17575198,0.138,0.228,-0.679,0.37
10-04-2024,MED004,62,179,0,4.666666667,9.986666667,0,174,Essential,Fast,13.76923077,90,HIGH (30-90d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,2,0,10,4,15,74,70,66,121,57,67.42857143,9.658452997,66.71428571,7.528699667,63.96666667,15.12587036,0.143,0.113,-1.607,-0.162
11-04-2024,MED004,50,392,0,6.333333333,13.69333333,0,185,Essential,Fast,30.83146067,30,CRITICAL (<30d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,3,0,11,4,15,62,54,69,71,50,64.71428571,11.61485092,65.21428571,8.621784319,63.96666667,15.12587036,0.179,0.132,-3.25,-0.194
12-04-2024,MED004,48,334,0,6.333333333,11.91666667,0,211,Essential,Fast,24.87234043,180,MEDIUM (90-180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,4,0,12,4,15,50,74,83,69,59,59.71428571,9.827076298,63.71428571,9.674936465,63.6,15.38158326,0.165,0.152,-2.429,-0.04
13-04-2024,MED004,43,396,78,6,12.46,1,173,Essential,Fast,41.37313433,90,HIGH (30-90d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,5,1,13,4,15,48,62,60,62,68,57.28571429,11.67210757,62.35714286,11.15352406,62.76666667,15.80633512,0.204,0.179,-4.179,-0.104
14-04-2024,MED004,47,214,426,4.666666667,8.19,1,208,Essential,Fast,21.4,90,HIGH (30-90d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,6,1,14,4,15,43,50,70,56,92,54,10.69267662,61.71428571,11.78936008,61.26666667,15.05377335,0.198,0.191,-3.464,0.093
15-04-2024,MED004,54,229,12,6,15.27666667,0,207,Essential,Fast,16.87368421,30,CRITICAL (<30d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,0,0,15,4,16,47,48,54,70,54,54,10.69267662,60.57142857,11.69953507,61.26666667,15.05377335,0.198,0.193,-3.464,0.149
16-04-2024,MED004,59,478,158,4.666666667,13.74666667,0,193,Essential,Fast,35.22105263,30,CRITICAL (<30d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,1,0,16,4,16,54,43,74,68,45,51.85714286,6.817344826,59.92857143,11.50561258,61.73333333,14.74597159,0.131,0.192,-0.071,0.093
17-04-2024,MED004,52,135,142,5,6.57,0,184,Essential,Fast,11.11764706,180,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,2,0,17,4,16,59,47,62,66,56,50.42857143,5.191568256,58.92857143,11.5456571,61.6,14.81751061,0.103,0.196,1.393,-0.119
18-04-2024,MED004,59,315,33,5.333333333,7.033333333,0,195,Essential,Fast,24.5,60,HIGH (30-90d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,3,0,18,4,16,52,54,50,69,46,51.71428571,6.102302454,58.21428571,11.17812817,62.03333333,14.53291943,0.118,0.192,2.25,0.135
19-04-2024,MED004,61,119,0,5.666666667,11.20666667,0,170,Essential,Fast,10.4125,60,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,4,0,19,4,16,59,59,48,83,54,53.57142857,6.729466122,56.64285714,8.696658446,62.26666667,14.45548061,0.126,0.154,2.714,0.034
20-04-2024,MED004,51,267,0,4.666666667,16.24333333,0,203,Essential,Fast,23.96153846,180,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,5,1,20,4,16,61,52,43,60,58,54.71428571,5.122313465,56,8.761805223,62.03333333,14.58266173,0.094,0.156,0.929,-0.164
21-04-2024,MED004,49,500,212,4.666666667,12.61666667,1,225,Essential,Fast,41.17647059,180,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,6,1,21,4,16,51,59,47,70,59,55,4.654746681,54.5,7.939676413,61.7,14.7675086,0.085,0.146,-0.786,-0.039
22-04-2024,MED004,63,480,196,6,17.88333333,0,179,Essential,Fast,39.52941176,60,HIGH (30-90d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,0,0,22,4,17,49,61,54,54,56,56.28571429,5.498917642,55.14285714,8.254203059,61.93333333,14.72959333,0.098,0.15,-0.071,0.286
23-04-2024,MED004,55,284,273,4.666666667,8.28,0,188,Essential,Fast,17.75,90,MEDIUM (90-180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,1,0,23,4,17,63,51,59,74,43,55.71428571,5.3763149,53.78571429,6.228699968,62.33333333,14.35590311,0.096,0.116,0.179,-0.127
24-04-2024,MED004,59,209,0,4.666666667,8.166666667,0,206,Essential,Fast,17.84146341,90,MEDIUM (90-180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,2,0,24,4,17,55,49,52,62,61,56.71428571,5.219012861,53.57142857,5.970624059,62.26666667,14.36694802,0.092,0.111,0,0.073
25-04-2024,MED004,74,367,44,6.666666667,10.54,0,185,Essential,Fast,18.48201439,180,MEDIUM (90-180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,3,0,25,4,17,59,63,59,50,63,58.85714286,8.4148395,55.28571429,7.975236398,62.63333333,14.52579948,0.143,0.144,2.179,0.254
26-04-2024,MED004,62,424,84,5.333333333,9.586666667,0,227,Essential,Fast,32.26086957,90,MEDIUM (90-180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,4,0,26,4,17,74,55,61,48,121,59,8.465616733,56.28571429,7.868423471,60.66666667,9.462569941,0.143,0.14,2.821,-0.162
27-04-2024,MED004,56,383,0,4.333333333,9.08,1,202,Essential,Fast,29.46153846,180,MEDIUM (90-180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,5,1,27,4,17,62,59,51,43,71,59.71428571,7.867957925,57.21428571,6.885643609,60.16666667,9.292500993,0.132,0.12,1.357,-0.097
28-04-2024,MED004,57,342,0,6.666666667,13.69333333,1,196,Essential,Fast,29.925,365,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,6,1,28,4,17,56,74,49,47,69,60.85714286,6.517376042,57.92857143,6.232227478,59.76666667,9.156431067,0.107,0.108,-0.464,0.018
29-04-2024,MED004,71,242,0,7,12.96,0,164,Essential,Fast,16.28846154,90,HIGH (30-90d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,0,0,29,4,18,57,62,63,54,62,62,7.571877794,59.14285714,7.014897805,60.06666667,9.376909767,0.122,0.119,0.929,0.246
30-04-2024,MED004,76,274,0,5,7.796666667,0,199,Essential,Fast,17.125,180,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,1,0,30,4,18,71,56,55,59,56,65,8.445906306,60.35714286,8.335347742,60.73333333,9.780111181,0.13,0.138,1.429,0.07
01-05-2024,MED004,93,384,231,6,12.29666667,0,173,Essential,Fast,27.15151515,90,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,2,0,1,5,18,76,57,59,52,70,69.85714286,12.97983784,63.28571429,11.69765638,61.5,11.3129465,0.186,0.185,3.571,0.224
02-05-2024,MED004,63,282,78,5,9.753333333,0,193,Essential,Fast,19.74,90,HIGH (30-90d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,3,0,2,5,18,93,71,74,59,68,68.28571429,13.06029971,63.57142857,11.63360045,61.33333333,11.25054277,0.191,0.183,3.429,-0.323
03-05-2024,MED004,96,385,0,5.666666667,8.5,0,232,Essential,Fast,24.72477064,30,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,4,0,3,5,18,63,76,62,61,66,73.14285714,16.26272396,66.07142857,14.45664226,62.33333333,12.89301691,0.222,0.219,5.5,0.524
04-05-2024,MED004,80,370,0,4.333333333,3.876666667,1,181,Essential,Fast,25.9,60,HIGH (30-90d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,5,1,4,5,18,96,93,56,51,69,76.57142857,14.47822667,68.14285714,14.20648358,62.7,13.24087194,0.189,0.208,3.786,-0.167
05-05-2024,MED004,78,493,171,5.666666667,7.753333333,1,213,Essential,Fast,42.08536585,90,MEDIUM (90-180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,6,1,5,5,18,80,63,57,49,83,79.57142857,11.64555914,70.21428571,13.28491667,62.53333333,13.00592261,0.146,0.189,1.143,-0.025
06-05-2024,MED004,73,224,0,4.666666667,4.52,0,200,Essential,Fast,14.93333333,30,CRITICAL (<30d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,0,0,6,5,19,78,96,71,63,60,79.85714286,11.4226175,70.92857143,13.13518051,62.96666667,13.13453813,0.143,0.185,-0.786,-0.064
07-05-2024,MED004,125,243,199,6,8.02,0,157,Essential,Fast,14.29411765,60,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,1,0,7,5,19,73,80,76,55,70,86.85714286,20.260212,75.92857143,18.73484736,64.8,17.3213044,0.233,0.247,3.5,0.712
08-05-2024,MED004,52,286,173,6.333333333,14.79,0,190,Essential,Fast,23.83333333,90,MEDIUM (90-180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,2,0,8,5,19,125,78,93,59,54,81,23.80476143,75.42857143,19.30609424,64.73333333,17.3680907,0.294,0.256,0.643,-0.584
09-05-2024,MED004,58,178,83,5.333333333,9.9,0,213,Essential,Fast,14.48837209,90,HIGH (30-90d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,3,0,9,5,19,52,73,63,74,74,80.28571429,24.49975704,74.28571429,19.86271564,64.2,17.31931352,0.305,0.267,-4.393,0.115
10-05-2024,MED004,56,497,78,7.333333333,12.21666667,0,228,Essential,Fast,39.08988764,365,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,4,0,10,5,19,58,125,96,62,62,74.57142857,24.88545186,73.85714286,20.20988769,64,17.38013134,0.334,0.274,-4.75,-0.034
11-05-2024,MED004,54,259,0,5.666666667,12.26,1,177,Essential,Fast,14.98347107,180,MEDIUM (90-180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,5,1,11,5,19,56,52,80,56,50,70.85714286,25.86135193,73.71428571,20.35239004,64.13333333,17.28410339,0.365,0.276,-6.179,-0.036
12-05-2024,MED004,39,350,131,4,7.806666667,1,219,Essential,Fast,37.12121212,180,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,6,1,12,5,19,54,58,78,57,48,65.28571429,28.16448287,72.42857143,21.99200654,63.83333333,17.64806003,0.431,0.304,-8.571,-0.278
13-05-2024,MED004,49,237,7,5.333333333,13.28666667,0,196,Essential,Fast,22.7260274,60,HIGH (30-90d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,0,0,13,5,20,39,56,73,71,43,61.85714286,28.52734695,70.85714286,22.87039451,64.03333333,17.43655165,0.461,0.323,-9.214,0.256
14-05-2024,MED004,51,242,0,5,14.75,0,222,Essential,Fast,17.46391753,180,MEDIUM (90-180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,1,0,14,5,20,49,54,125,76,47,51.28571429,6.210590034,69.07142857,23.4076394,64.16666667,17.31669183,0.121,0.339,-1.357,0.041
15-05-2024,MED004,61,237,156,3.666666667,9.006666667,0,199,Essential,Fast,19.75,90,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,2,0,15,5,20,51,39,52,93,54,52.57142857,7.230886134,66.78571429,22.43341797,64.4,17.22187863,0.138,0.336,-0.214,0.196
16-05-2024,MED004,53,479,0,5.666666667,10.60666667,0,196,Essential,Fast,44.70666667,30,CRITICAL (<30d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,3,0,16,5,20,61,49,58,63,59,51.85714286,6.841748593,66.07142857,22.72059143,64.2,17.3213044,0.132,0.344,0.607,-0.131
17-05-2024,MED004,46,314,0,3.333333333,7.056666667,0,197,Essential,Fast,21.54901961,180,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,4,0,17,5,20,53,51,56,96,52,50.42857143,6.876460884,62.5,21.55404656,64,17.5007389,0.136,0.345,0.571,-0.132
18-05-2024,MED004,47,162,0,6.333333333,8.393333333,1,172,Essential,Fast,16.43478261,180,MEDIUM (90-180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,5,1,18,5,20,46,61,54,80,59,49.42857143,6.778818551,60.14285714,21.29592645,63.6,17.75426127,0.137,0.354,0.714,0.022
19-05-2024,MED004,76,129,146,5.666666667,8.89,1,187,Essential,Fast,10.62352941,60,HIGH (30-90d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,6,1,19,5,20,47,53,39,78,61,54.71428571,10.62566525,60,21.17327779,64.1,17.88921848,0.194,0.353,2.071,0.617
20-05-2024,MED004,61,146,247,4.666666667,10.59333333,0,178,Essential,Fast,10.75789474,90,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,0,0,20,5,21,76,46,49,73,51,56.42857143,10.51755901,59.14285714,20.846904,64.43333333,17.72915645,0.186,0.352,1.929,-0.197
21-05-2024,MED004,51,201,91,6.333333333,8.456666667,0,171,Essential,Fast,17.5875,90,HIGH (30-90d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,1,0,21,5,21,61,47,51,125,49,56.42857143,10.51755901,53.85714286,8.71653727,64.5,17.67279226,0.186,0.162,0.571,-0.164
22-05-2024,MED004,55,323,0,4.666666667,10.22333333,0,187,Essential,Fast,27.24096386,180,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,2,0,22,5,21,51,76,61,52,63,55.57142857,10.32564999,54.07142857,8.704236685,64.23333333,17.75636522,0.186,0.161,1.071,0.078
23-05-2024,MED004,50,164,60,5,13.25,0,181,Essential,Fast,15.30666667,60,HIGH (30-90d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,3,0,23,5,21,55,61,53,58,55,55.14285714,10.51076546,53.5,8.689073598,64.06666667,17.86912833,0.191,0.162,0.107,-0.091
24-05-2024,MED004,65,487,0,5.333333333,17.38666667,0,202,Essential,Fast,34.43434343,90,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,4,0,24,5,21,50,51,46,56,59,57.85714286,10.20504077,54.14285714,9.205827108,64.26666667,17.84402408,0.176,0.17,-0.143,0.3
25-05-2024,MED004,61,175,70,5.333333333,10.56666667,1,188,Essential,Fast,16.33333333,180,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,5,1,25,5,21,65,55,47,54,74,59.85714286,9.026416259,54.64285714,9.385808787,63.83333333,17.757142,0.151,0.172,-1.357,-0.062
26-05-2024,MED004,61,398,117,4,11.18666667,1,199,Essential,Fast,30.2826087,90,HIGH (30-90d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,6,1,26,5,21,61,50,76,39,62,57.71428571,5.736267245,56.21428571,8.349837137,63.8,17.76164019,0.099,0.149,1.071,0
27-05-2024,MED004,148,488,286,5,15.24333333,0,233,Essential,Fast,32.22641509,90,HIGH (30-90d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,0,0,27,5,22,61,65,61,49,56,70.14285714,34.77752421,63.28571429,25.68875411,66.86666667,23.41195293,0.496,0.406,11.214,1.426
28-05-2024,MED004,64,407,66,6.333333333,16.98333333,0,156,Essential,Fast,29.37113402,180,MEDIUM (90-180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,1,0,28,5,22,148,61,51,51,57,72,33.92147796,64.21428571,25.44429382,67.1,23.3450135,0.471,0.396,7.821,-0.568
29-05-2024,MED004,70,428,127,6,9.233333333,0,191,Essential,Fast,19.45454545,30,CRITICAL (<30d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,2,0,29,5,22,64,61,55,61,71,74.14285714,33.13320878,64.85714286,25.47051732,67.06666667,23.33996622,0.447,0.393,5.179,0.094
30-05-2024,MED004,74,431,137,4,5.35,0,215,Essential,Fast,27.67889908,180,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,3,0,30,5,22,70,148,50,53,76,77.57142857,31.41579827,66.35714286,25.33652621,67,23.31641423,0.405,0.382,1.714,0.057
31-05-2024,MED004,70,390,70,5,8.896666667,0,213,Essential,Fast,28.4375,180,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,4,0,31,5,22,74,64,65,46,93,78.28571429,31.13794195,68.07142857,24.65598472,66.23333333,22.80454179,0.398,0.362,-0.893,-0.054
01-06-2024,MED004,77,263,0,5,16.41666667,1,230,Essential,Fast,17.70192308,90,HIGH (30-90d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,5,1,1,6,22,70,70,61,47,63,80.57142857,30.23164536,70.21428571,23.97812648,66.7,22.8792181,0.375,0.341,-3.5,0.1
02-06-2024,MED004,80,438,111,5,16.51,1,190,Essential,Fast,31.28571429,180,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,6,1,2,6,22,77,74,61,76,96,83.28571429,29.00985054,70.5,24.07600146,66.16666667,22.35309642,0.348,0.342,-6.357,0.039
03-06-2024,MED004,89,187,142,5,5.923333333,0,196,Essential,Fast,9.554744526,90,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,0,0,3,6,23,80,70,148,61,80,74.85714286,8.132825901,72.5,24.38710252,66.46666667,22.60413959,0.109,0.336,3.5,0.113
04-06-2024,MED004,88,339,159,6.666666667,9.76,0,188,Essential,Fast,14.20958084,90,HIGH (30-90d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,1,0,4,6,23,89,77,64,51,78,78.28571429,7.846746368,75.14285714,23.87743429,66.8,22.85245026,0.1,0.318,3.357,-0.011
05-06-2024,MED004,75,173,0,5,11.78666667,0,226,Essential,Fast,7.251497006,365,LOW (>180d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,2,0,5,6,23,88,80,70,55,73,79,7.16472842,76.57142857,23.16733206,66.86666667,22.87406804,0.091,0.303,1.821,-0.148
06-06-2024,MED004,69,261,0,6.666666667,10.04333333,0,214,Essential,Fast,13.94656489,90,HIGH (30-90d),Ibuprofen Tablet 200mg,FAC001,Urban PHC Kalyan,3,0,6,6,23,75,89,74,50,125,78.28571429,7.952238379,77.92857143,22.01909761,65,20.08087098,0.102,0.283,0.036,-0.08
