date,facility_id,facility_name,ward_id,sku_id,sku_name,units_used,on_hand,stock_in_transit,lead_time_days,batch_id,batch_expiry_date,price_per_unit,is_holiday,patient_admissions,VED_category,FSN_category
2024-01-12,FAC002,Rural PHC Dombivli,W03,MED004,Ibuprofen Tablet 200mg,18,380,0,8,B0045486,2025-01-11,11.79,0,38,Essential,Fast
2024-01-12,FAC002,Rural PHC Dombivli,W02,MED005,Cetirizine Tablet 5mg,9,315,0,6,B0055172,2024-07-10,12.91,0,61,Essential,Fast
2024-01-12,FAC002,Rural PHC Dombivli,W03,MED006,Insulin Injection 40 IU/ml,3,40,0,7,B0066750,2024-03-12,39.92,0,50,Vital,Slow
2024-01-12,FAC002,Rural PHC Dombivli,W03,MED007,Adrenaline Injection 1 mg/ml,1,51,0,7,B0079750,2024-07-10,18.46,0,44,Vital,Slow
2024-01-12,FAC002,Rural PHC Dombivli,W02,MED008,Omeprazole Capsule 20mg,5,28,18,5,B0085087,2024-07-10,4.76,0,60,Essential,Slow
2024-01-12,FAC002,Rural PHC Dombivli,W02,MED009,Metformin Tablet 500mg,8,63,0,5,B0094199,2024-04-11,19.28,0,48,Essential,Slow
2024-01-12,FAC002,Rural PHC Dombivli,W03,MED010,Multivitamin Tablet,4,61,0,9,B0105774,2024-07-10,9.01,0,53,Desirable,Slow
2024-01-12,FAC002,Rural PHC Dombivli,W02,MED011,Antiseptic Lotion,2,75,0,7,B0115114,2024-07-10,6.0,0,56,Desirable,Slow
2024-01-12,FAC002,Rural PHC Dombivli,W01,MED012,Cotton Roll 100g,5,122,136,10,B0126011,2024-02-11,2.83,0,59,Desirable,Fast
2024-01-12,FAC003,Peri-urban PHC Ambivali,W02,MED001,Paracetamol Tablet 500mg,28,343,173,4,B0011212,2024-07-10,38.42,0,40,Vital,Fast
2024-01-12,FAC003,Peri-urban PHC Ambivali,W01,MED002,Amoxicillin Capsule 250mg,66,467,0,4,B0027705,2024-07-10,46.56,0,63,Vital,Fast
2024-01-12,FAC003,Peri-urban PHC Ambivali,W02,MED003,Oral Rehydration Salts,17,100,0,5,B0031540,2024-03-12,49.69,0,51,Vital,Fast
2024-01-12,FAC003,Peri-urban PHC Ambivali,W03,MED004,Ibuprofen Tablet 200mg,20,111,81,6,B0041898,2024-07-10,17.82,0,54,Essential,Fast
2024-01-12,FAC003,Peri-urban PHC Ambivali,W01,MED005,Cetirizine Tablet 5mg,35,424,0,3,B0052939,2024-07-10,14.18,0,47,Essential,Fast
2024-01-12,FAC003,Peri-urban PHC Ambivali,W03,MED006,Insulin Injection 40 IU/ml,3,98,24,5,B0066150,2024-03-12,39.26,0,47,Vital,Slow
2024-01-12,FAC003,Peri-urban PHC Ambivali,W03,MED007,Adrenaline Injection 1 mg/ml,1,95,0,4,B0071714,2026-01-11,30.98,0,43,Vital,Slow
2024-01-12,FAC003,Peri-urban PHC Ambivali,W02,MED008,Omeprazole Capsule 20mg,4,81,0,5,B0082739,2026-01-11,3.86,0,60,Essential,Slow
2024-01-12,FAC003,Peri-urban PHC Ambivali,W03,MED009,Metformin Tablet 500mg,7,70,0,7,B0092918,2024-04-11,8.85,0,39,Essential,Slow
2024-01-12,FAC003,Peri-urban PHC Ambivali,W02,MED010,Multivitamin Tablet,4,59,25,5,B0102474,2026-01-11,2.44,0,41,Desirable,Slow
2024-01-12,FAC003,Peri-urban PHC Ambivali,W01,MED011,Antiseptic Lotion,2,56,0,7,B0111249,2025-01-11,8.86,0,54,Desirable,Slow
2024-01-12,FAC003,Peri-urban PHC Ambivali,W01,MED012,Cotton Roll 100g,6,239,0,7,B0126736,2024-07-10,5.62,0,46,Desirable,Fast
2024-01-13,FAC001,Urban PHC Kalyan,W01,MED001,Paracetamol Tablet 500mg,29,320,0,3,B0011864,2024-04-12,39.67,1,94,Vital,Fast
2024-01-13,FAC001,Urban PHC Kalyan,W01,MED002,Amoxicillin Capsule 250mg,44,300,0,2,B0026884,2025-01-12,14.14,0,100,Vital,Fast
2024-01-13,FAC001,Urban PHC Kalyan,W02,MED003,Oral Rehydration Salts,31,145,0,3,B0034036,2025-01-12,5.97,0,74,Vital,Fast
2024-01-13,FAC001,Urban PHC Kalyan,W02,MED004,Ibuprofen Tablet 200mg,18,209,0,5,B0045999,2026-01-12,15.5,0,72,Essential,Fast
2024-01-13,FAC001,Urban PHC Kalyan,W03,MED005,Cetirizine Tablet 5mg,16,433,0,3,B0057242,2024-04-12,18.42,0,93,Essential,Fast
2024-01-13,FAC001,Urban PHC Kalyan,W02,MED006,Insulin Injection 40 IU/ml,3,58,0,4,B0066589,2025-01-12,39.48,1,74,Vital,Slow
2024-01-13,FAC001,Urban PHC Kalyan,W02,MED007,Adrenaline Injection 1 mg/ml,1,48,0,2,B0072660,2026-01-12,35.77,0,81,Vital,Slow
2024-01-13,FAC001,Urban PHC Kalyan,W03,MED008,Omeprazole Capsule 20mg,6,39,0,4,B0088852,2025-01-12,11.87,1,79,Essential,Slow
2024-01-13,FAC001,Urban PHC Kalyan,W01,MED009,Metformin Tablet 500mg,9,27,0,5,B0092596,2025-01-12,14.99,1,100,Essential,Slow
2024-01-13,FAC001,Urban PHC Kalyan,W02,MED010,Multivitamin Tablet,5,39,0,5,B0102442,2025-01-12,6.45,1,103,Desirable,Slow
2024-01-13,FAC001,Urban PHC Kalyan,W02,MED011,Antiseptic Lotion,1,33,0,4,B0117572,2026-01-12,8.38,1,91,Desirable,Slow
2024-01-13,FAC001,Urban PHC Kalyan,W03,MED012,Cotton Roll 100g,5,403,0,4,B0122454,2024-07-11,8.86,0,93,Desirable,Fast
2024-01-13,FAC002,Rural PHC Dombivli,W03,MED001,Paracetamol Tablet 500mg,20,496,40,5,B0019419,2024-03-13,12.49,1,57,Vital,Fast
2024-01-13,FAC002,Rural PHC Dombivli,W02,MED002,Amoxicillin Capsule 250mg,12,346,10,7,B0025242,2024-07-11,23.02,1,56,Vital,Fast
2024-01-13,FAC002,Rural PHC Dombivli,W01,MED003,Oral Rehydration Salts,15,138,196,7,B0032959,2025-01-12,13.39,1,62,Vital,Fast
2024-01-13,FAC002,Rural PHC Dombivli,W03,MED004,Ibuprofen Tablet 200mg,16,284,0,5,B0047492,2026-01-12,3.96,1,64,Essential,Fast
2024-01-13,FAC002,Rural PHC Dombivli,W02,MED005,Cetirizine Tablet 5mg,7,139,0,10,B0055632,2024-07-11,5.36,0,39,Essential,Fast
2024-01-13,FAC002,Rural PHC Dombivli,W02,MED006,Insulin Injection 40 IU/ml,2,38,0,10,B0064763,2025-01-12,49.4,1,50,Vital,Slow
2024-01-13,FAC002,Rural PHC Dombivli,W01,MED007,Adrenaline Injection 1 mg/ml,1,93,17,5,B0072052,2024-03-13,46.77,1,52,Vital,Slow
2024-01-13,FAC002,Rural PHC Dombivli,W01,MED008,Omeprazole Capsule 20mg,4,97,0,9,B0082057,2025-01-12,13.27,0,60,Essential,Slow
2024-01-13,FAC002,Rural PHC Dombivli,W01,MED009,Metformin Tablet 500mg,9,70,0,5,B0092648,2024-07-11,13.79,0,36,Essential,Slow
2024-01-13,FAC002,Rural PHC Dombivli,W02,MED010,Multivitamin Tablet,6,35,0,7,B0101336,2026-01-12,6.6,1,63,Desirable,Slow
2024-01-13,FAC002,Rural PHC Dombivli,W02,MED011,Antiseptic Lotion,1,34,0,10,B0118729,2024-07-11,7.84,1,35,Desirable,Slow
2024-01-13,FAC002,Rural PHC Dombivli,W03,MED012,Cotton Roll 100g,4,248,0,5,B0127358,2024-03-13,1.6,1,61,Desirable,Fast
2024-01-13,FAC003,Peri-urban PHC Ambivali,W02,MED001,Paracetamol Tablet 500mg,19,253,0,4,B0016196,2024-04-12,17.35,1,39,Vital,Fast
2024-01-13,FAC003,Peri-urban PHC Ambivali,W03,MED002,Amoxicillin Capsule 250mg,13,337,118,7,B0028555,2025-01-12,20.87,1,55,Vital,Fast
2024-01-13,FAC003,Peri-urban PHC Ambivali,W03,MED003,Oral Rehydration Salts,30,334,129,4,B0033706,2025-01-12,41.9,0,38,Vital,Fast
2024-01-13,FAC003,Peri-urban PHC Ambivali,W02,MED004,Ibuprofen Tablet 200mg,13,423,107,3,B0046620,2025-01-12,17.77,0,49,Essential,Fast
2024-01-13,FAC003,Peri-urban PHC Ambivali,W01,MED005,Cetirizine Tablet 5mg,10,140,0,3,B0051227,2024-02-12,8.44,1,42,Essential,Fast
2024-01-13,FAC003,Peri-urban PHC Ambivali,W02,MED006,Insulin Injection 40 IU/ml,3,34,0,7,B0061073,2024-03-13,42.8,1,52,Vital,Slow
2024-01-13,FAC003,Peri-urban PHC Ambivali,W03,MED007,Adrenaline Injection 1 mg/ml,1,64,0,3,B0079965,2024-04-12,28.08,1,55,Vital,Slow
2024-01-13,FAC003,Peri-urban PHC Ambivali,W03,MED008,Omeprazole Capsule 20mg,4,67,0,5,B0083198,2024-03-13,17.87,1,52,Essential,Slow
2024-01-13,FAC003,Peri-urban PHC Ambivali,W01,MED009,Metformin Tablet 500mg,8,47,0,3,B0094493,2024-07-11,5.12,1,60,Essential,Slow
2024-01-13,FAC003,Peri-urban PHC Ambivali,W02,MED010,Multivitamin Tablet,4,32,0,5,B0101173,2024-07-11,7.9,1,53,Desirable,Slow
2024-01-13,FAC003,Peri-urban PHC Ambivali,W01,MED011,Antiseptic Lotion,1,68,0,4,B0112052,2025-01-12,4.25,1,37,Desirable,Slow
2024-01-13,FAC003,Peri-urban PHC Ambivali,W03,MED012,Cotton Roll 100g,9,465,0,5,B0125310,2025-01-12,1.48,1,52,Desirable,Fast
2024-01-14,FAC001,Urban PHC Kalyan,W01,MED001,Paracetamol Tablet 500mg,24,188,39,2,B0017690,2024-07-12,34.52,1,94,Vital,Fast
2024-01-14,FAC001,Urban PHC Kalyan,W03,MED002,Amoxicillin Capsule 250mg,14,294,0,3,B0023996,2024-04-13,37.03,1,128,Vital,Fast
2024-01-14,FAC001,Urban PHC Kalyan,W01,MED003,Oral Rehydration Salts,14,292,146,5,B0032110,2026-01-13,28.4,0,73,Vital,Fast
2024-01-14,FAC001,Urban PHC Kalyan,W02,MED004,Ibuprofen Tablet 200mg,22,485,0,4,B0047192,2024-07-12,13.43,1,117,Essential,Fast
2024-01-14,FAC001,Urban PHC Kalyan,W02,MED005,Cetirizine Tablet 5mg,16,450,72,3,B0051971,2024-04-13,8.27,1,129,Essential,Fast
2024-01-14,FAC001,Urban PHC Kalyan,W01,MED006,Insulin Injection 40 IU/ml,2,44,0,5,B0067927,2024-04-13,22.18,1,99,Vital,Slow
2024-01-14,FAC001,Urban PHC Kalyan,W01,MED007,Adrenaline Injection 1 mg/ml,1,38,0,5,B0078136,2024-07-12,26.92,1,74,Vital,Slow
2024-01-14,FAC001,Urban PHC Kalyan,W01,MED008,Omeprazole Capsule 20mg,6,66,30,5,B0085223,2024-04-13,6.06,1,87,Essential,Slow
2024-01-14,FAC001,Urban PHC Kalyan,W03,MED009,Metformin Tablet 500mg,9,79,0,2,B0096239,2025-01-13,10.4,0,129,Essential,Slow
2024-01-14,FAC001,Urban PHC Kalyan,W03,MED010,Multivitamin Tablet,3,88,11,5,B0107712,2025-01-13,4.04,1,115,Desirable,Slow
2024-01-14,FAC001,Urban PHC Kalyan,W01,MED011,Antiseptic Lotion,1,26,0,3,B0115404,2025-01-13,9.63,1,108,Desirable,Slow
2024-01-14,FAC001,Urban PHC Kalyan,W02,MED012,Cotton Roll 100g,6,316,0,3,B0122973,2024-07-12,5.25,1,112,Desirable,Fast
2024-01-14,FAC002,Rural PHC Dombivli,W03,MED001,Paracetamol Tablet 500mg,23,225,193,8,B0016849,2025-01-13,26.69,1,56,Vital,Fast
2024-01-14,FAC002,Rural PHC Dombivli,W01,MED002,Amoxicillin Capsule 250mg,9,489,0,8,B0027954,2025-01-13,16.05,1,62,Vital,Fast
2024-01-14,FAC002,Rural PHC Dombivli,W03,MED003,Oral Rehydration Salts,10,401,0,5,B0033549,2024-02-13,25.57,1,57,Vital,Fast
2024-01-14,FAC002,Rural PHC Dombivli,W03,MED004,Ibuprofen Tablet 200mg,11,358,195,6,B0047021,2024-07-12,19.43,1,44,Essential,Fast
2024-01-14,FAC002,Rural PHC Dombivli,W03,MED005,Cetirizine Tablet 5mg,13,349,0,6,B0053640,2025-01-13,2.24,1,52,Essential,Fast
2024-01-14,FAC002,Rural PHC Dombivli,W03,MED006,Insulin Injection 40 IU/ml,2,43,0,5,B0063351,2026-01-13,7.66,1,55,Vital,Slow
2024-01-14,FAC002,Rural PHC Dombivli,W03,MED007,Adrenaline Injection 1 mg/ml,1,61,0,9,B0077160,2024-03-14,35.01,1,59,Vital,Slow
2024-01-14,FAC002,Rural PHC Dombivli,W01,MED008,Omeprazole Capsule 20mg,5,44,0,5,B0087394,2024-03-14,8.8,1,56,Essential,Slow
2024-01-14,FAC002,Rural PHC Dombivli,W01,MED009,Metformin Tablet 500mg,6,74,0,6,B0099203,2024-07-12,11.85,1,41,Essential,Slow
2024-01-14,FAC002,Rural PHC Dombivli,W01,MED010,Multivitamin Tablet,9,96,0,9,B0103059,2024-04-13,3.25,0,62,Desirable,Slow
2024-01-14,FAC002,Rural PHC Dombivli,W01,MED011,Antiseptic Lotion,2,58,0,8,B0114610,2025-01-13,6.89,1,52,Desirable,Slow
2024-01-14,FAC002,Rural PHC Dombivli,W01,MED012,Cotton Roll 100g,5,309,0,8,B0125150,2025-01-13,8.09,0,50,Desirable,Fast
2024-01-14,FAC003,Peri-urban PHC Ambivali,W03,MED001,Paracetamol Tablet 500mg,15,130,0,3,B0012777,2024-02-13,34.96,1,45,Vital,Fast
2024-01-14,FAC003,Peri-urban PHC Ambivali,W03,MED002,Amoxicillin Capsule 250mg,18,203,0,7,B0024737,2024-07-12,27.24,1,50,Vital,Fast
2024-01-14,FAC003,Peri-urban PHC Ambivali,W03,MED003,Oral Rehydration Salts,11,257,171,5,B0031817,2024-07-12,10.84,1,43,Vital,Fast
2024-01-14,FAC003,Peri-urban PHC Ambivali,W02,MED004,Ibuprofen Tablet 200mg,15,134,0,6,B0049911,2025-01-13,13.51,0,54,Essential,Fast
2024-01-14,FAC003,Peri-urban PHC Ambivali,W01,MED005,Cetirizine Tablet 5mg,13,230,75,6,B0051266,2025-01-13,10.21,1,45,Essential,Fast
2024-01-14,FAC003,Peri-urban PHC Ambivali,W03,MED006,Insulin Injection 40 IU/ml,3,44,0,6,B0066639,2025-01-13,37.82,1,57,Vital,Slow
2024-01-14,FAC003,Peri-urban PHC Ambivali,W01,MED007,Adrenaline Injection 1 mg/ml,1,22,0,6,B0077914,2025-01-13,33.4,0,37,Vital,Slow
2024-01-14,FAC003,Peri-urban PHC Ambivali,W01,MED008,Omeprazole Capsule 20mg,5,62,0,7,B0081359,2025-01-13,3.82,0,46,Essential,Slow
2024-01-14,FAC003,Peri-urban PHC Ambivali,W02,MED009,Metformin Tablet 500mg,7,46,0,3,B0094886,2025-01-13,11.52,1,40,Essential,Slow
2024-01-14,FAC003,Peri-urban PHC Ambivali,W02,MED010,Multivitamin Tablet,4,59,0,7,B0103985,2024-04-13,3.44,0,45,Desirable,Slow
2024-01-14,FAC003,Peri-urban PHC Ambivali,W02,MED011,Antiseptic Lotion,1,66,35,5,B0118582,2024-07-12,7.34,1,56,Desirable,Slow
2024-01-14,FAC003,Peri-urban PHC Ambivali,W03,MED012,Cotton Roll 100g,5,447,0,5,B0121954,2026-01-13,2.34,1,46,Desirable,Fast
2024-01-15,FAC001,Urban PHC Kalyan,W03,MED001,Paracetamol Tablet 500mg,32,352,163,5,B0012350,2025-01-14,33.85,0,128,Vital,Fast
2024-01-15,FAC001,Urban PHC Kalyan,W03,MED002,Amoxicillin Capsule 250mg,24,244,0,4,B0028636,2025-01-14,15.22,0,94,Vital,Fast
2024-01-15,FAC001,Urban PHC Kalyan,W01,MED003,Oral Rehydration Salts,22,153,0,2,B0036871,2024-07-13,41.35,0,82,Vital,Fast
2024-01-15,FAC001,Urban PHC Kalyan,W03,MED004,Ibuprofen Tablet 200mg,15,286,167,5,B0044661,2025-01-14,16.11,0,118,Essential,Fast
2024-01-15,FAC001,Urban PHC Kalyan,W01,MED005,Cetirizine Tablet 5mg,18,303,181,2,B0058640,2024-03-15,4.62,0,123,Essential,Fast
2024-01-15,FAC001,Urban PHC Kalyan,W01,MED006,Insulin Injection 40 IU/ml,3,35,0,3,B0066348,2024-03-15,34.11,0,118,Vital,Slow
2024-01-15,FAC001,Urban PHC Kalyan,W02,MED007,Adrenaline Injection 1 mg/ml,1,73,0,5,B0078253,2024-07-13,12.18,0,70,Vital,Slow
2024-01-15,FAC001,Urban PHC Kalyan,W02,MED008,Omeprazole Capsule 20mg,6,49,0,3,B0085878,2024-03-15,5.71,0,72,Essential,Slow
2024-01-15,FAC001,Urban PHC Kalyan,W03,MED009,Metformin Tablet 500mg,10,85,0,4,B0099604,2024-04-14,2.12,0,117,Essential,Slow
2024-01-15,FAC001,Urban PHC Kalyan,W02,MED010,Multivitamin Tablet,5,49,0,2,B0105671,2024-04-14,1.39,0,98,Desirable,Slow
2024-01-15,FAC001,Urban PHC Kalyan,W01,MED011,Antiseptic Lotion,1,96,0,2,B0116649,2025-01-14,4.61,0,118,Desirable,Slow
2024-01-15,FAC001,Urban PHC Kalyan,W02,MED012,Cotton Roll 100g,7,102,148,3,B0129533,2024-04-14,5.41,0,72,Desirable,Fast
2024-01-15,FAC002,Rural PHC Dombivli,W01,MED001,Paracetamol Tablet 500mg,20,500,0,10,B0015438,2024-02-14,18.91,0,63,Vital,Fast
2024-01-15,FAC002,Rural PHC Dombivli,W03,MED002,Amoxicillin Capsule 250mg,18,146,157,8,B0028617,2024-04-14,11.93,0,43,Vital,Fast
2024-01-15,FAC002,Rural PHC Dombivli,W02,MED003,Oral Rehydration Salts,18,382,127,6,B0036890,2024-07-13,11.63,0,62,Vital,Fast
2024-01-15,FAC002,Rural PHC Dombivli,W03,MED004,Ibuprofen Tablet 200mg,16,325,168,6,B0044926,2025-01-14,7.83,0,58,Essential,Fast
2024-01-15,FAC002,Rural PHC Dombivli,W02,MED005,Cetirizine Tablet 5mg,13,210,30,6,B0052061,2025-01-14,19.24,0,54,Essential,Fast
2024-01-15,FAC002,Rural PHC Dombivli,W03,MED006,Insulin Injection 40 IU/ml,2,20,0,5,B0069707,2024-04-14,5.36,0,53,Vital,Slow
2024-01-15,FAC002,Rural PHC Dombivli,W03,MED007,Adrenaline Injection 1 mg/ml,1,47,0,8,B0076276,2024-02-14,41.36,0,43,Vital,Slow
2024-01-15,FAC002,Rural PHC Dombivli,W02,MED008,Omeprazole Capsule 20mg,4,56,0,10,B0089303,2024-04-14,7.53,0,56,Essential,Slow
2024-01-15,FAC002,Rural PHC Dombivli,W02,MED009,Metformin Tablet 500mg,9,82,6,7,B0094885,2026-01-14,16.99,0,42,Essential,Slow
2024-01-15,FAC002,Rural PHC Dombivli,W02,MED010,Multivitamin Tablet,3,40,39,6,B0101403,2024-03-15,8.64,0,39,Desirable,Slow
2024-01-15,FAC002,Rural PHC Dombivli,W01,MED011,Antiseptic Lotion,2,49,50,7,B0111179,2025-01-14,8.79,0,42,Desirable,Slow
2024-01-15,FAC002,Rural PHC Dombivli,W03,MED012,Cotton Roll 100g,4,256,0,7,B0126500,2024-02-14,8.38,0,63,Desirable,Fast
2024-01-15,FAC003,Peri-urban PHC Ambivali,W03,MED001,Paracetamol Tablet 500mg,25,459,0,5,B0014520,2025-01-14,40.26,0,61,Vital,Fast
2024-01-15,FAC003,Peri-urban PHC Ambivali,W03,MED002,Amoxicillin Capsule 250mg,14,445,0,6,B0022466,2025-01-14,49.93,0,38,Vital,Fast
2024-01-15,FAC003,Peri-urban PHC Ambivali,W01,MED003,Oral Rehydration Salts,17,377,69,5,B0034926,2025-01-14,7.98,0,50,Vital,Fast
2024-01-15,FAC003,Peri-urban PHC Ambivali,W02,MED004,Ibuprofen Tablet 200mg,21,459,148,5,B0041792,2024-07-13,13.07,0,56,Essential,Fast
2024-01-15,FAC003,Peri-urban PHC Ambivali,W03,MED005,Cetirizine Tablet 5mg,13,115,0,5,B0055821,2025-01-14,3.96,0,41,Essential,Fast
2024-01-15,FAC003,Peri-urban PHC Ambivali,W02,MED006,Insulin Injection 40 IU/ml,3,89,0,4,B0062837,2024-07-13,8.68,0,63,Vital,Slow
2024-01-15,FAC003,Peri-urban PHC Ambivali,W02,MED007,Adrenaline Injection 1 mg/ml,1,47,0,7,B0079227,2024-02-14,24.71,0,56,Vital,Slow
2024-01-15,FAC003,Peri-urban PHC Ambivali,W03,MED008,Omeprazole Capsule 20mg,4,87,0,5,B0088613,2025-01-14,15.53,0,47,Essential,Slow
2024-01-15,FAC003,Peri-urban PHC Ambivali,W03,MED009,Metformin Tablet 500mg,8,91,0,6,B0096946,2025-01-14,13.62,0,57,Essential,Slow
2024-01-15,FAC003,Peri-urban PHC Ambivali,W01,MED010,Multivitamin Tablet,4,34,0,6,B0104635,2024-03-15,7.19,0,62,Desirable,Slow
2024-01-15,FAC003,Peri-urban PHC Ambivali,W01,MED011,Antiseptic Lotion,2,56,0,5,B0115932,2025-01-14,4.04,0,52,Desirable,Slow
2024-01-15,FAC003,Peri-urban PHC Ambivali,W03,MED012,Cotton Roll 100g,7,349,0,6,B0125959,2024-07-13,8.93,0,62,Desirable,Fast
2024-01-16,FAC001,Urban PHC Kalyan,W01,MED001,Paracetamol Tablet 500mg,37,326,0,5,B0019448,2024-03-16,19.93,0,76,Vital,Fast
2024-01-16,FAC001,Urban PHC Kalyan,W02,MED002,Amoxicillin Capsule 250mg,23,130,0,5,B0026248,2025-01-15,6.17,0,91,Vital,Fast
2024-01-16,FAC001,Urban PHC Kalyan,W03,MED003,Oral Rehydration Salts,42,382,130,4,B0031809,2024-03-16,24.01,0,124,Vital,Fast
2024-01-16,FAC001,Urban PHC Kalyan,W02,MED004,Ibuprofen Tablet 200mg,23,418,0,5,B0045555,2026-01-15,12.38,0,85,Essential,Fast
2024-01-16,FAC001,Urban PHC Kalyan,W03,MED005,Cetirizine Tablet 5mg,29,498,0,4,B0052439,2024-07-14,18.31,0,90,Essential,Fast
2024-01-16,FAC001,Urban PHC Kalyan,W01,MED006,Insulin Injection 40 IU/ml,2,93,0,3,B0064722,2025-01-15,41.24,0,74,Vital,Slow
2024-01-16,FAC001,Urban PHC Kalyan,W03,MED007,Adrenaline Injection 1 mg/ml,1,33,16,4,B0079482,2024-03-16,49.46,0,104,Vital,Slow
2024-01-16,FAC001,Urban PHC Kalyan,W01,MED008,Omeprazole Capsule 20mg,6,82,0,5,B0084498,2024-07-14,12.07,0,94,Essential,Slow
2024-01-16,FAC001,Urban PHC Kalyan,W01,MED009,Metformin Tablet 500mg,10,98,0,2,B0091814,2024-04-15,13.62,0,115,Essential,Slow
2024-01-16,FAC001,Urban PHC Kalyan,W03,MED010,Multivitamin Tablet,5,43,0,2,B0101742,2024-04-15,5.52,0,79,Desirable,Slow
2024-01-16,FAC001,Urban PHC Kalyan,W03,MED011,Antiseptic Lotion,2,68,0,3,B0111211,2024-04-15,7.61,0,122,Desirable,Slow
2024-01-16,FAC001,Urban PHC Kalyan,W03,MED012,Cotton Roll 100g,6,197,0,2,B0129914,2024-07-14,8.98,0,123,Desirable,Fast
2024-01-16,FAC002,Rural PHC Dombivli,W02,MED001,Paracetamol Tablet 500mg,22,381,0,6,B0011694,2026-01-15,46.9,0,47,Vital,Fast
2024-01-16,FAC002,Rural PHC Dombivli,W01,MED002,Amoxicillin Capsule 250mg,25,219,49,6,B0024777,2024-07-14,16.25,0,51,Vital,Fast
2024-01-16,FAC002,Rural PHC Dombivli,W01,MED003,Oral Rehydration Salts,11,449,0,7,B0033661,2024-04-15,12.25,0,41,Vital,Fast
2024-01-16,FAC002,Rural PHC Dombivli,W02,MED004,Ibuprofen Tablet 200mg,12,232,199,6,B0042988,2024-07-14,6.71,0,44,Essential,Fast
2024-01-16,FAC002,Rural PHC Dombivli,W02,MED005,Cetirizine Tablet 5mg,20,171,0,6,B0053387,2024-07-14,8.01,0,44,Essential,Fast
2024-01-16,FAC002,Rural PHC Dombivli,W03,MED006,Insulin Injection 40 IU/ml,3,80,0,7,B0066438,2024-07-14,32.03,0,57,Vital,Slow
2024-01-16,FAC002,Rural PHC Dombivli,W02,MED007,Adrenaline Injection 1 mg/ml,1,100,0,7,B0076718,2025-01-15,44.63,0,45,Vital,Slow
2024-01-16,FAC002,Rural PHC Dombivli,W01,MED008,Omeprazole Capsule 20mg,5,76,2,6,B0086797,2024-03-16,3.01,0,51,Essential,Slow
2024-01-16,FAC002,Rural PHC Dombivli,W01,MED009,Metformin Tablet 500mg,9,84,10,5,B0099771,2024-04-15,14.92,0,59,Essential,Slow
2024-01-16,FAC002,Rural PHC Dombivli,W01,MED010,Multivitamin Tablet,4,40,0,9,B0105280,2024-07-14,4.38,0,48,Desirable,Slow
2024-01-16,FAC002,Rural PHC Dombivli,W02,MED011,Antiseptic Lotion,2,30,0,5,B0115012,2024-02-15,9.66,0,59,Desirable,Slow
2024-01-16,FAC002,Rural PHC Dombivli,W01,MED012,Cotton Roll 100g,7,138,0,9,B0127573,2025-01-15,3.76,0,44,Desirable,Fast
2024-01-16,FAC003,Peri-urban PHC Ambivali,W03,MED001,Paracetamol Tablet 500mg,19,415,0,4,B0014167,2025-01-15,34.74,0,47,Vital,Fast
2024-01-16,FAC003,Peri-urban PHC Ambivali,W03,MED002,Amoxicillin Capsule 250mg,20,386,0,4,B0027583,2024-04-15,45.82,0,42,Vital,Fast
2024-01-16,FAC003,Peri-urban PHC Ambivali,W01,MED003,Oral Rehydration Salts,14,191,0,7,B0031800,2024-03-16,13.3,0,60,Vital,Fast
2024-01-16,FAC003,Peri-urban PHC Ambivali,W03,MED004,Ibuprofen Tablet 200mg,14,119,0,5,B0042253,2024-07-14,6.38,0,45,Essential,Fast
2024-01-16,FAC003,Peri-urban PHC Ambivali,W03,MED005,Cetirizine Tablet 5mg,12,362,0,5,B0057991,2024-07-14,10.61,0,45,Essential,Fast
2024-01-16,FAC003,Peri-urban PHC Ambivali,W03,MED006,Insulin Injection 40 IU/ml,2,50,0,3,B0062837,2025-01-15,29.38,0,56,Vital,Slow
2024-01-16,FAC003,Peri-urban PHC Ambivali,W02,MED007,Adrenaline Injection 1 mg/ml,1,89,31,7,B0074883,2024-04-15,8.49,0,39,Vital,Slow
2024-01-16,FAC003,Peri-urban PHC Ambivali,W02,MED008,Omeprazole Capsule 20mg,4,23,0,3,B0084085,2025-01-15,6.1,0,44,Essential,Slow
2024-01-16,FAC003,Peri-urban PHC Ambivali,W02,MED009,Metformin Tablet 500mg,8,60,36,7,B0095251,2025-01-15,9.72,0,36,Essential,Slow
2024-01-16,FAC003,Peri-urban PHC Ambivali,W01,MED010,Multivitamin Tablet,3,91,0,5,B0101011,2024-07-14,6.51,0,50,Desirable,Slow
2024-01-16,FAC003,Peri-urban PHC Ambivali,W02,MED011,Antiseptic Lotion,2,23,0,4,B0113865,2024-07-14,8.18,0,40,Desirable,Slow
2024-01-16,FAC003,Peri-urban PHC Ambivali,W02,MED012,Cotton Roll 100g,5,434,0,7,B0126526,2024-03-16,9.82,0,47,Desirable,Fast
2024-01-17,FAC001,Urban PHC Kalyan,W02,MED001,Paracetamol Tablet 500mg,32,406,0,3,B0015272,2025-01-16,7.31,0,114,Vital,Fast
2024-01-17,FAC001,Urban PHC Kalyan,W01,MED002,Amoxicillin Capsule 250mg,23,219,0,4,B0025202,2024-07-15,40.99,0,107,Vital,Fast
2024-01-17,FAC001,Urban PHC Kalyan,W03,MED003,Oral Rehydration Salts,18,461,0,2,B0038393,2024-03-17,21.22,0,84,Vital,Fast
